"","word","n"
"2450","ibelieveyou",5
"2451","igno",5
"2452","illustration",5
"2453","im",5
"2454","imagine",5
"2455","import",5
"2456","including",5
"2457","incredibly",5
"2458","indict",5
"2459","informed",5
"2460","institution",5
"2461","internationalwomenday2018",5
"2462","intressantsala",5
"2463","involves",5
"2464","inxeba",5
"2465","isis",5
"2466","itu",5
"2467","itunes",5
"2468","ivankatrump",5
"2469","iwd18",5
"2470","jackie",5
"2471","joined",5
"2472","jokes",5
"2473","joy",5
"2474","judicial",5
"2475","kaba",5
"2476","kane",5
"2477","kerja",5
"2478","kevin",5
"2479","klinic",5
"2480","knowledge",5
"2481","kommuns",5
"2482","launched",5
"2483","lawan",5
"2484","leaving",5
"2485","lecturing",5
"2486","lees",5
"2487","legislation",5
"2488","lens",5
"2489","lgbtqicc",5
"2490","lib",5
"2491","librairie",5
"2492","library",5
"2493","limit",5
"2494","listed",5
"2495","listentosurvivors",5
"2496","lnwh",5
"2497","longdrop",5
"2498","loses",5
"2499","lots",5
"2500","lss",5
"2501","luncheon",5
"2502","lyssna",5
"2503","maintenantonagit",5
"2504","major",5
"2505","mariame",5
"2506","marijuana",5
"2507","meanis",5
"2508","medborgerlig",5
"2509","medios",5
"2510","meneither",5
"2511","mengenai",5
"2512","mep",5
"2513","mex",5
"2514","mexico",5
"2515","mgtow",5
"2516","mil",5
"2517","military",5
"2518","minister",5
"2519","mishandled",5
"2520","misogyny",5
"2521","mm",5
"2522","mob",5
"2523","molestie",5
"2524","montage",5
"2525","month's",5
"2526","mor",5
"2527","mother",5
"2528","moves",5
"2529","movies",5
"2530","multiple",5
"2531","mundo",5
"2532","murdering",5
"2533","myfreedomday",5
"2534","nakhane",5
"2535","naturale",5
"2536","ndern",5
"2537","nederlandse",5
"2538","negative",5
"2539","nepotism",5
"2540","ng",5
"2541","nicht",5
"2542","nights",5
"2543","noolvides",5
"2544","nos",5
"2545","noted",5
"2546","notnolan",5
"2547","notonemore",5
"2548","notpartisans",5
"2549","notviolence",5
"2550","olympian",5
"2551","onceuponatimesup",5
"2552","onderzoek",5
"2553","opportunities",5
"2554","oscars.i",5
"2555","otras",5
"2556","overdue",5
"2557","p2",5
"2558","painif",5
"2559","pakistan",5
"2560","paola",5
"2561","papel",5
"2562","pasada",5
"2563","paso",5
"2564","passes",5
"2565","patriarki",5
"2566","peak",5
"2567","percent",5
"2568","perform",5
"2569","performers",5
"2570","periodista",5
"2571","personalmente",5
"2572","perversion",5
"2573","phony",5
"2574","picture",5
"2575","pjnet",5
"2576","pls",5
"2577","podden",5
"2578","poem",5
"2579","pon",5
"2580","pons",5
"2581","posttrau",5
"2582","predictions",5
"2583","presentation",5
"2584","press",5
"2585","private",5
"2586","pta",5
"2587","publish",5
"2588","published",5
"2589","publishers",5
"2590","purchase",5
"2591","pussy",5
"2592","quoi",5
"2593","rabbit",5
"2594","rabiata",5
"2595","reaches",5
"2596","reactionary",5
"2597","realise",5
"2598","realiz",5
"2599","realnews",5
"2600","reavivado",5
"2601","reiterating",5
"2602","relational",5
"2603","releasing",5
"2604","relevant",5
"2605","remote",5
"2606","remove",5
"2607","renamehonoluluairport",5
"2608","rep",5
"2609","replying",5
"2610","repost",5
"2611","reprimand",5
"2612","reproac",5
"2613","return",5
"2614","rice",5
"2615","riguardato",5
"2616","ring",5
"2617","riseresistunite",5
"2618","rogol",5
"2619","rst",5
"2620","running",5
"2621","sahrc",5
"2622","samling",5
"2623","schlecht",5
"2624","scope",5
"2625","screaming",5
"2626","seduction",5
"2627","seksual",5
"2628","selfie",5
"2629","seminar",5
"2630","separate",5
"2631","sesta",5
"2632","sexabusescandalnew",5
"2633","shafer",5
"2634","sheffield",5
"2635","shirt",5
"2636","shunned",5
"2637","silenciamiento",5
"2638","sluts",5
"2639","sneak",5
"2640","soccer",5
"2641","sociedad",5
"2642","solely",5
"2643","solutions",5
"2644","southkorea",5
"2645","spends",5
"2646","spiritual",5
"2647","spotlight",5
"2648","stage",5
"2649","stigung",5
"2650","stood",5
"2651","structural",5
"2652","suma",5
"2653","supposed",5
"2654","surrounding",5
"2655","sustained",5
"2656","svepol",5
"2657","svtagenda",5
"2658","svtnyheter",5
"2659","svtopinion",5
"2660","system",5
"2661","tahu",5
"2662","taught",5
"2663","teach",5
"2664","television",5
"2665","tempat",5
"2666","terribly",5
"2667","terroris",5
"2668","text",5
"2669","texto",5
"2670","thisisv20",5
"2671","till",5
"2672","timesuphawaii",5
"2673","timesupinouye",5
"2674","timesuptrump",5
"2675","today's",5
"2676","topics",5
"2677","total",5
"2678","totally",5
"2679","train.ticket",5
"2680","trolling",5
"2681","tryghed",5
"2682","tws",5
"2683","uhr",5
"2684","unamglobal",5
"2685","unions",5
"2686","untiltheviolencestops",5
"2687","unwanted",5
"2688","useless",5
"2689","users",5
"2690","ustoo",5
"2691","usw",5
"2692","veel",5
"2693","verandert",5
"2694","verbal",5
"2695","victimas",5
"2696","victoria",5
"2697","virginia",5
"2698","viven",5
"2699","voc",5
"2700","voluntary",5
"2701","vom",5
"2702","voteout",5
"2703","vrai",5
"2704","wanna",5
"2705","warriors",5
"2706","washington",5
"2707","wasting",5
"2708","webinar",5
"2709","werkvloer",5
"2710","west",5
"2711","wethepeople",5
"2712","wilmy",5
"2713","winfrey",5
"2714","winnipeg",5
"2715","wird",5
"2716","wm",5
"2717","wolf",5
"2718","womenleaders",5
"2719","womens",5
"2720","womenshistory",5
"2721","womensupportingwomen",5
"2722","wound",5
"2723","youngoffenders",5
"2724","zum",5
"2725","1991",4
"2726","2,000",4
"2727","2006",4
"2728","2381",4
"2729","250,000",4
"2730","25amendment",4
"2731","2dangerous2keep",4
"2732","2nd",4
"2733","39",4
"2734","45or",4
"2735","5yo",4
"2736","5yr",4
"2737","66",4
"2738","9.30pm",4
"2739","90",4
"2740","99.999999",4
"2741","aber",4
"2742","academy",4
"2743","accuses",4
"2744","acknowledging",4
"2745","activi",4
"2746","acusar",4
"2747","add",4
"2748","advances",4
"2749","africa",4
"2750","agencies",4
"2751","agentshame",4
"2752","air",4
"2753","alex",4
"2754","alexie",4
"2755","alianza",4
"2756","alliance",4
"2757","alor",4
"2758","alum",4
"2759","anarchist",4
"2760","ang",4
"2761","angeles",4
"2762","annoyed",4
"2763","ao",4
"2764","appalling",4
"2765","are.i",4
"2766","arroyo",4
"2767","ashamed",4
"2768","ashameducbalum",4
"2769","asm",4
"2770","atenci",4
"2771","attendre",4
"2772","audacity",4
"2773","auspol",4
"2774","authors",4
"2775","avoir",4
"2776","awad",4
"2777","backwards",4
"2778","beca",4
"2779","belief",4
"2780","ber",4
"2781","beveridge",4
"2782","biased",4
"2783","biblical",4
"2784","bjp",4
"2785","blackhistorymonth",4
"2786","blackoutthis",4
"2787","bluewave2018",4
"2788","bospoli",4
"2789","bra",4
"2790","branding",4
"2791","bravery",4
"2792","brexit",4
"2793","briefingslearn",4
"2794","bringt",4
"2795","broke",4
"2796","brotalib",4
"2797","byline",4
"2798","c'est",4
"2799","cait",4
"2800","calme",4
"2801","campesinas",4
"2802","candid",4
"2803","carceral",4
"2804","careers",4
"2805","celebrity's",4
"2806","centered",4
"2807","cesar",4
"2808","ch",4
"2809","charles",4
"2810","charmer",4
"2811","chicago",4
"2812","church's",4
"2813","cine",4
"2814","clearance",4
"2815","clue",4
"2816","cmbyn",4
"2817","coercion",4
"2818","colony",4
"2819","columnadehoy",4
"2820","come:the",4
"2821","commission",4
"2822","compa",4
"2823","compliance",4
"2824","complicado",4
"2825","condoning",4
"2826","conference",4
"2827","confesses",4
"2828","conflicted",4
"2829","construction",4
"2830","continues2",4
"2831","contrario",4
"2832","contrary",4
"2833","contre",4
"2834","contributors",4
"2835","cops",4
"2836","correct",4
"2837","cost",4
"2838","coulter",4
"2839","counts",4
"2840","criminal",4
"2841","critican",4
"2842","criticized",4
"2843","cult",4
"2844","cuts",4
"2845","d'agressions",4
"2846","d'un",4
"2847","dagogique",4
"2848","damn",4
"2849","daring",4
"2850","davis",4
"2851","daywithoutawoman",4
"2852","dealt",4
"2853","deborah",4
"2854","dec",4
"2855","decades",4
"2856","decibel",4
"2857","decided",4
"2858","decir",4
"2859","declare",4
"2860","defunde",4
"2861","delighted",4
"2862","demandrespect",4
"2863","demands",4
"2864","demostrar",4
"2865","desde",4
"2866","dici",4
"2867","dijo",4
"2868","dio",4
"2869","diplomacy",4
"2870","disagreeing",4
"2871","discrepancy",4
"2872","diseases",4
"2873","distract",4
"2874","distraction",4
"2875","district",4
"2876","division",4
"2877","doubts",4
"2878","drafting",4
"2879","dragged",4
"2880","dreadful",4
"2881","dress",4
"2882","duties",4
"2883","educators",4
"2884","effect",4
"2885","efter",4
"2886","electronic",4
"2887","elite",4
"2888","elites",4
"2889","embodies",4
"2890","emma",4
"2891","employee",4
"2892","encourage",4
"2893","enforcement",4
"2894","entitled",4
"2895","equalpay",4
"2896","este",4
"2897","evil",4
"2898","examines",4
"2899","excellente",4
"2900","exempt",4
"2901","exist",4
"2902","expert",4
"2903","exploring",4
"2904","extended",4
"2905","faced",4
"2906","fache",4
"2907","faire",4
"2908","fallu",4
"2909","favorite",4
"2910","feeling",4
"2911","felix",4
"2912","femaleempowerment",4
"2913","fest",4
"2914","fi",4
"2915","fiction",4
"2916","fighttogetherwithshiori",4
"2917","figures",4
"2918","financial",4
"2919","fined",4
"2920","fletcher",4
"2921","flotus",4
"2922","forces",4
"2923","forefront",4
"2924","foreignaffairs",4
"2925","forum",4
"2926","founders",4
"2927","franco",4
"2928","fraught",4
"2929","game",4
"2930","gations",4
"2931","ge",4
"2932","geb",4
"2933","gente",4
"2934","gesehen",4
"2935","gewalt",4
"2936","ghastly",4
"2937","ghazi",4
"2938","giants",4
"2939","gq",4
"2940","grabbed",4
"2941","grande",4
"2942","grappled",4
"2943","grappling",4
"2944","greatawakening",4
"2945","grown",4
"2946","guide",4
"2947","gusta",4
"2948","habla",4
"2949","hablemos",4
"2950","hacer",4
"2951","happening",4
"2952","hara",4
"2953","harder",4
"2954","harrassment",4
"2955","hate",4
"2956","hearts",4
"2957","highlight",4
"2958","highlighted",4
"2959","hiring",4
"2960","hmmm",4
"2961","holy",4
"2962","hopeful",4
"2963","hoping",4
"2964","horrifying",4
"2965","hospital",4
"2966","hosting",4
"2967","hubby",4
"2968","hypocriteand",4
"2969","ignoramus",4
"2970","immigrants",4
"2971","impression",4
"2972","imprint",4
"2973","imwithcrews",4
"2974","indigenous",4
"2975","indivisible",4
"2976","infanticide",4
"2977","innapropriate",4
"2978","inspected",4
"2979","inspirational",4
"2980","internationalwomansday2018",4
"2981","invit",4
"2982","inviting",4
"2983","involvement",4
"2984","involving",4
"2985","irs",4
"2986","jess",4
"2987","jetzt",4
"2988","jimmykimmel",4
"2989","joining",4
"2990","joke",4
"2991","jorgedominguez",4
"2992","josephine",4
"2993","ju",4
"2994","judging",4
"2995","kangaroo",4
"2996","kbs",4
"2997","keeping",4
"2998","kein",4
"2999","kicked",4
"3000","kidstoo",4
"3001","kill",4
"3002","kinda",4
"3003","kiselyov",4
"3004","knitting",4
"3005","kpop",4
"3006","ladd",4
"3007","laisse",4
"3008","lasting",4
"3009","latinoam",4
"3010","latinoamerica",4
"3011","led",4
"3012","legislature",4
"3013","legs",4
"3014","lements",4
"3015","letting",4
"3016","leur",4
"3017","leveled",4
"3018","liar",4
"3019","liberation",4
"3020","lieu",4
"3021","lifestyle",4
"3022","lisa",4
"3023","literature",4
"3024","lleg",4
"3025","loseyourjobin5words",4
"3026","lying",4
"3027","macho",4
"3028","mag",4
"3029","magazine",4
"3030","magnify",4
"3031","makemethinkin5words",4
"3032","marxist",4
"3033","marzo",4
"3034","masculine",4
"3035","maureen",4
"3036","maxwell",4
"3037","mbc",4
"3038","mcmahon",4
"3039","measures",4
"3040","meets",4
"3041","memory",4
"3042","merci",4
"3043","messages",4
"3044","metorres",4
"3045","miljoner",4
"3046","million",4
"3047","moiaussi",4
"3048","mother's",4
"3049","mugshot",4
"3050","multnomah",4
"3051","muscular",4
"3052","musicmonday",4
"3053","mute",4
"3054","myfeminism",4
"3055","named",4
"3056","nancy",4
"3057","nationalwomensday",4
"3058","nba",4
"3059","ncia",4
"3060","ndolo",4
"3061","negate",4
"3062","netneutrality",4
"3063","neverdjthrc",4
"3064","ngt",4
"3065","nihad",4
"3066","nnu",4
"3067","noko",4
"3068","norm",4
"3069","norms",4
"3070","nosotras",4
"3071","note",4
"3072","nyt",4
"3073","oddly",4
"3074","omission",4
"3075","opportunity",4
"3076","oscars90",4
"3077","otra",4
"3078","outed",4
"3079","overstepping",4
"3080","overwhelming",4
"3081","paris",4
"3082","parklandstudents",4
"3083","parliaments",4
"3084","partici",4
"3085","partner",4
"3086","pasa",4
"3087","path",4
"3088","patriarchy",4
"3089","paula",4
"3090","pedophiles",4
"3091","performance",4
"3092","period",4
"3093","pernicious",4
"3094","perpetrators",4
"3095","personas",4
"3096","phase",4
"3097","physicist",4
"3098","plight",4
"3099","pol",4
"3100","politiskt",4
"3101","porn",4
"3102","porque",4
"3103","positioned",4
"3104","pouvoir",4
"3105","pregnant",4
"3106","prejuicio",4
"3107","prep",4
"3108","pres",4
"3109","pretend",4
"3110","princesses",4
"3111","privilege",4
"3112","producer",4
"3113","professional",4
"3114","program",4
"3115","prompted",4
"3116","proof",4
"3117","protection",4
"3118","publichealth",4
"3119","publishing",4
"3120","qa",4
"3121","qualit",4
"3122","quietly",4
"3123","raised",4
"3124","rallied",4
"3125","rapes",4
"3126","rata's",4
"3127","rea",4
"3128","reaching",4
"3129","readers",4
"3130","reap",4
"3131","recognize",4
"3132","refuse2read",4
"3133","reinventing",4
"3134","reject",4
"3135","related",4
"3136","resignation",4
"3137","resigning",4
"3138","resilience",4
"3139","resonance",4
"3140","respectful",4
"3141","responded",4
"3142","responses",4
"3143","revista",4
"3144","rica",4
"3145","rie",4
"3146","risks",4
"3147","rug",4
"3148","run",4
"3149","russia",4
"3150","ryan",4
"3151","sacramento",4
"3152","safer",4
"3153","saga",4
"3154","sales",4
"3155","sarsour's",4
"3156","saudiarabia",4
"3157","save",4
"3158","scandal.com",4
"3159","schumer",4
"3160","schyman",4
"3161","scientificfact",4
"3162","scientificmethod",4
"3163","screwed",4
"3164","segment",4
"3165","segura",4
"3166","seismic",4
"3167","semester",4
"3168","sen",4
"3169","senate",4
"3170","sensitive",4
"3171","sentation",4
"3172","september",4
"3173","seria",4
"3174","sexuelle",4
"3175","shapes",4
"3176","shaping",4
"3177","sharia",4
"3178","sharialaw",4
"3179","sharon",4
"3180","sheer",4
"3181","sherman",4
"3182","shield",4
"3183","shining",4
"3184","shou",4
"3185","shoulders",4
"3186","sic",4
"3187","sick",4
"3188","silenceisnotspiritual",4
"3189","sins",4
"3190","sisepuede",4
"3191","skriver",4
"3192","slurs",4
"3193","solidarity",4
"3194","solo",4
"3195","songs",4
"3196","sosua",4
"3197","sothe",4
"3198","southwest",4
"3199","spaces",4
"3200","spanking",4
"3201","speakingup",4
"3202","speakup",4
"3203","specially",4
"3204","standards",4
"3205","statistics",4
"3206","stayed",4
"3207","steh",4
"3208","sti",4
"3209","story.ht",4
"3210","structure",4
"3211","studio",4
"3212","study",4
"3213","style",4
"3214","survey",4
"3215","survival",4
"3216","survivorculture",4
"3217","sustain",4
"3218","swept",4
"3219","swsi",4
"3220","tak",4
"3221","taste",4
"3222","tea",4
"3223","teachers",4
"3224","technicolor",4
"3225","teenage",4
"3226","teens",4
"3227","temas",4
"3228","ten",4
"3229","testimonio",4
"3230","thankafarmworker",4
"3231","thebachelor",4
"3232","theme",4
"3233","tho",4
"3234","threats",4
"3235","thrive",4
"3236","tidal",4
"3237","tim",4
"3238","timesupwhere's",4
"3239","tink",4
"3240","tis",4
"3241","tolerating",4
"3242","tomorrow",4
"3243","tone",4
"3244","tools",4
"3245","tower",4
"3246","tragedy",4
"3247","trolls",4
"3248","trumpsexprobe",4
"3249","tvn",4
"3250","ufw",4
"3251","unamujerlog",4
"3252","uncover",4
"3253","unfairly",4
"3254","unhackthevote",4
"3255","union",4
"3256","unwittingly",4
"3257","varf",4
"3258","verge",4
"3259","verwehtlove",4
"3260","vile",4
"3261","vindicating",4
"3262","violation",4
"3263","virtuous",4
"3264","vixens",4
"3265","voicesgerman",4
"3266","voix",4
"3267","volver",4
"3268","vor",4
"3269","votethemout",4
"3270","vp",4
"3271","waiti",4
"3272","wanita",4
"3273","warned",4
"3274","wefeedyou",4
"3275","welcoming",4
"3276","weltfrauentag",4
"3277","werden",4
"3278","weren",4
"3279","wesaidenough",4
"3280","wetweetclean",4
"3281","whispers",4
"3282","willingly",4
"3283","winde",4
"3284","wing",4
"3285","winner",4
"3286","womentellall",4
"3287","womenwork",4
"3288","wondering",4
"3289","wore",4
"3290","worldbookday",4
"3291","worried",4
"3292","writ",4
"3293","writing",4
"3294","wrongs",4
"3295","xx9kxgwcozw",4
"3296","ytn",4
"3297","_6",3
"3298","1000",3
"3299","11_",3
"3300","12th",3
"3301","14th",3
"3302","1pm",3
"3303","2015",3
"3304","301",3
"3305","30pm",3
"3306","337",3
"3307","371tv18",3
"3308","38",3
"3309","3rd",3
"3310","4_",3
"3311","6th",3
"3312","8demarzohuelgafeminista",3
"3313","ab",3
"3314","absolutely",3
"3315","absorbed",3
"3316","abu",3
"3317","abusador",3
"3318","academia",3
"3319","accepting",3
"3320","accessible",3
"3321","accusation",3
"3322","ach",3
"3323","acosado",3
"3324","actie",3
"3325","acting",3
"3326","active",3
"3327","actresses",3
"3328","actwithher",3
"3329","adding",3
"3330","administrat",3
"3331","adrienne",3
"3332","adventure",3
"3333","advisor",3
"3334","advocacy",3
"3335","advocating",3
"3336","affa",3
"3337","afraid",3
"3338","aftermath",3
"3339","ages",3
"3340","agora",3
"3341","agreed",3
"3342","ah",3
"3343","ai",3
"3344","alan",3
"3345","albany",3
"3346","alcanzado",3
"3347","alguien",3
"3348","alisatrice",3
"3349","alive",3
"3350","allinforher",3
"3351","allowing",3
"3352","ally",3
"3353","amid",3
"3354","amistad",3
"3355","amos",3
"3356","amount",3
"3357","amreading",3
"3358","animatrice",3
"3359","anne",3
"3360","ans",3
"3361","apac",3
"3362","aqu",3
"3363","arbete",3
"3364","archi",3
"3365","aren",3
"3366","arg",3
"3367","arizona",3
"3368","arrest",3
"3369","articles",3
"3370","artige",3
"3371","attacking",3
"3372","attended",3
"3373","attitude",3
"3374","attitudes",3
"3375","aufgezeigt",3
"3376","aunque",3
"3377","autres",3
"3378","avez",3
"3379","awalt",3
"3380","awkward",3
"3381","ayuda",3
"3382","b3",3
"3383","backdrop",3
"3384","bahn",3
"3385","bahramarch",3
"3386","bais",3
"3387","bakom",3
"3388","balance",3
"3389","balanced",3
"3390","ball",3
"3391","ballouts",3
"3392","banassaultweapons",3
"3393","bangsheadagainstawall",3
"3394","bankrupted",3
"3395","banning",3
"3396","barrier",3
"3397","barulho",3
"3398","base",3
"3399","basically",3
"3400","bcgeu",3
"3401","beating",3
"3402","behaviors",3
"3403","berlinale",3
"3404","besoin",3
"3405","bezeichnet",3
"3406","bhattacharya",3
"3407","biasedlaw",3
"3408","biasedsociety",3
"3409","bij",3
"3410","billclinton",3
"3411","billet",3
"3412","bitch",3
"3413","bite",3
"3414","blackgirlsrock",3
"3415","blatantly",3
"3416","blinks",3
"3417","blir",3
"3418","boaa",3
"3419","bodies",3
"3420","bogue",3
"3421","boilerplate",3
"3422","bombs",3
"3423","bombshell",3
"3424","bookstore",3
"3425","booming",3
"3426","boostmybook",3
"3427","bosse",3
"3428","brandaris",3
"3429","broadsheetwpg",3
"3430","brook",3
"3431","brotherhoo",3
"3432","brussels",3
"3433","buddhism",3
"3434","build",3
"3435","burn",3
"3436","busted",3
"3437","bxd",3
"3438","c'qu'elle",3
"3439","cabe",3
"3440","calidad",3
"3441","cancelhandler18",3
"3442","car",3
"3443","carlson",3
"3444","catholicchurch",3
"3445","caused",3
"3446","cbdoil",3
"3447","celebramos",3
"3448","centre",3
"3449","championed",3
"3450","chapter",3
"3451","charen",3
"3452","charen's",3
"3453","charit",3
"3454","charla",3
"3455","che",3
"3456","chegou",3
"3457","cher",3
"3458","childrensbooks",3
"3459","chu",3
"3460","chwarae",3
"3461","ci",3
"3462","cinema",3
"3463","cl",3
"3464","claim",3
"3465","claimed",3
"3466","clarification",3
"3467","clean",3
"3468","clergytoo",3
"3469","clip",3
"3470","closernation",3
"3471","club",3
"3472","coat",3
"3473","colgar",3
"3474","colleagues",3
"3475","colleen",3
"3476","colluding",3
"3477","comedian",3
"3478","commiting",3
"3479","communist",3
"3480","compagnie",3
"3481","compared",3
"3482","compassion",3
"3483","compens",3
"3484","complain",3
"3485","complicit",3
"3486","comprehensive",3
"3487","compte",3
"3488","condemnation",3
"3489","condition",3
"3490","confessions",3
"3491","confinement",3
"3492","connection",3
"3493","conocido",3
"3494","conscience",3
"3495","consented",3
"3496","conservatives",3
"3497","considered",3
"3498","conspiracy",3
"3499","constantly",3
"3500","constitutional",3
"3501","contar",3
"3502","conversar",3
"3503","conveying",3
"3504","conviction",3
"3505","convierta",3
"3506","corruption",3
"3507","costume",3
"3508","costumes",3
"3509","could've",3
"3510","count",3
"3511","creator",3
"3512","crecomm",3
"3513","cried",3
"3514","crimehasnogender",3
"3515","cristina",3
"3516","criticism",3
"3517","critique",3
"3518","critisizes",3
"3519","crookedhillary",3
"3520","cross",3
"3521","crucify",3
"3522","culot",3
"3523","cults",3
"3524","cultural",3
"3525","cut",3
"3526","d'accord",3
"3527","d'armes",3
"3528","daddyissues",3
"3529","dance",3
"3530","danger",3
"3531","daniels",3
"3532","danticat",3
"3533","dark",3
"3534","darling",3
"3535","dayofempathy",3
"3536","dcsolar200",3
"3537","dean",3
"3538","debut",3
"3539","debuted",3
"3540","deep",3
"3541","defaming",3
"3542","defensa",3
"3543","defensive",3
"3544","demand",3
"3545","demanded",3
"3546","demanding",3
"3547","denn",3
"3548","denuncias",3
"3549","department",3
"3550","department's",3
"3551","depression",3
"3552","derechos",3
"3553","designer",3
"3554","deslinden",3
"3555","despicable",3
"3556","despu",3
"3557","deutscher",3
"3558","devenue",3
"3559","devrait",3
"3560","dia",3
"3561","died",3
"3562","diese",3
"3563","diferencia",3
"3564","direct",3
"3565","directors",3
"3566","disaster",3
"3567","distorted",3
"3568","dive",3
"3569","diversit",3
"3570","dixit",3
"3571","dm",3
"3572","doch",3
"3573","dodge",3
"3574","doll",3
"3575","door",3
"3576","double",3
"3577","downwiththepatriarchy",3
"3578","drawing",3
"3579","dressed",3
"3580","driving",3
"3581","drivs",3
"3582","drums",3
"3583","duda",3
"3584","dudes",3
"3585","dunno",3
"3586","dystopias",3
"3587","educaci",3
"3588","edwidge",3
"3589","eeo",3
"3590","efforts",3
"3591","ei",3
"3592","einer",3
"3593","einfach",3
"3594","eleanor",3
"3595","elected",3
"3596","elemed",3
"3597","elephantintheroom",3
"3598","elevate",3
"3599","eliminate",3
"3600","emails",3
"3601","emboldened",3
"3602","emissions",3
"3603","emotion",3
"3604","employment",3
"3605","empowered",3
"3606","enemy",3
"3607","engarzan",3
"3608","enjoyment",3
"3609","enportada",3
"3610","entendem",3
"3611","enthusiastic",3
"3612","entiendo",3
"3613","entre",3
"3614","environment",3
"3615","equitable",3
"3616","eras",3
"3617","esc",3
"3618","especial",3
"3619","esperando",3
"3620","esperanza",3
"3621","espero",3
"3622","estan",3
"3623","estar",3
"3624","evaluation",3
"3625","evangelicals",3
"3626","events",3
"3627","everyd",3
"3628","everytown",3
"3629","evolucionado",3
"3630","evolve",3
"3631","exactlywith",3
"3632","exec",3
"3633","exigir",3
"3634","extra",3
"3635","eye",3
"3636","f1",3
"3637","facilitate",3
"3638","failing",3
"3639","failure",3
"3640","fairissa",3
"3641","fama",3
"3642","famous",3
"3643","fan",3
"3644","fanbase",3
"3645","fast",3
"3646","fathers",3
"3647","favores",3
"3648","favour",3
"3649","fawning",3
"3650","fazendo",3
"3651","fbr",3
"3652","feat",3
"3653","featured",3
"3654","features",3
"3655","februa",3
"3656","fecha",3
"3657","fellow",3
"3658","fem",3
"3659","femaleentrepreneurs",3
"3660","feminismiscancer",3
"3661","feminismus",3
"3662","feminista",3
"3663","femmesnoires",3
"3664","fgm",3
"3665","fideo",3
"3666","fields",3
"3667","fightforshiori",3
"3668","films",3
"3669","finishing",3
"3670","fireside",3
"3671","fish",3
"3672","fisher",3
"3673","fit",3
"3674","flag",3
"3675","flawed",3
"3676","floridaschoolshooti",3
"3677","flying",3
"3678","fm",3
"3679","foreign",3
"3680","forgetting",3
"3681","forma",3
"3682","fotografiar",3
"3683","foun",3
"3684","fout",3
"3685","fox",3
"3686","franz",3
"3687","frase",3
"3688","fraude",3
"3689","fresh",3
"3690","friska",3
"3691","fro",3
"3692","fronteras",3
"3693","fsc",3
"3694","fuck",3
"3695","fuertemente",3
"3696","fused",3
"3697","ga",3
"3698","gael",3
"3699","ganas",3
"3700","ganz",3
"3701","gap",3
"3702","garcia",3
"3703","gaslighting",3
"3704","gbv",3
"3705","genderwar",3
"3706","german",3
"3707","geschreiben",3
"3708","geven",3
"3709","girlscandoanything",3
"3710","gjorde",3
"3711","globalgagrule",3
"3712","goal",3
"3713","goede",3
"3714","goldenglobes",3
"3715","goptaxscam",3
"3716","governance",3
"3717","gra",3
"3718","grabbing",3
"3719","grabs",3
"3720","grand",3
"3721","grew",3
"3722","grid",3
"3723","grito",3
"3724","grupo",3
"3725","gtfoh",3
"3726","guardian",3
"3727","guardians",3
"3728","guncontrolnow",3
"3729","gunfreezoneskill",3
"3730","gusto",3
"3731","gutaussehender",3
"3732","gwc2018",3
"3733","haber",3
"3734","hace",3
"3735","haha",3
"3736","hait",3
"3737","haiti",3
"3738","handling",3
"3739","happend",3
"3740","harassme",3
"3741","hardestthings",3
"3742","hardestthingstogiveup",3
"3743","harta",3
"3744","hartaberfair",3
"3745","hatespeech",3
"3746","hating",3
"3747","hbcu",3
"3748","hearings",3
"3749","heather",3
"3750","heavily",3
"3751","helming",3
"3752","hemp",3
"3753","heno",3
"3754","heritage",3
"3755","himtoo",3
"3756","hint",3
"3757","hintereinander",3
"3758","hist",3
"3759","historians",3
"3760","hmm",3
"3761","hof",3
"3762","hollaback",3
"3763","homepage",3
"3764","hon",3
"3765","horizon",3
"3766","houthi",3
"3767","hrc",3
"3768","hren",3
"3769","huelgafeminista",3
"3770","hug",3
"3771","humans",3
"3772","humor",3
"3773","hunts",3
"3774","husbands",3
"3775","hypocriticals",3
"3776","iced",3
"3777","icelebratemen",3
"3778","identify",3
"3779","igualdad",3
"3780","ihr",3
"3781","ihren",3
"3782","impactyourworld",3
"3783","incapable",3
"3784","increasing",3
"3785","independent",3
"3786","indian",3
"3787","infamously",3
"3788","infidelity",3
"3789","initiating",3
"3790","inside",3
"3791","instagram",3
"3792","installed",3
"3793","institutional",3
"3794","inteligencia",3
"3795","intenci",3
"3796","intent",3
"3797","intente",3
"3798","internationa",3
"3799","intro",3
"3800","introdu",3
"3801","invendable",3
"3802","investigations",3
"3803","invisible",3
"3804","invitada",3
"3805","iran",3
"3806","iranian",3
"3807","irrelevant",3
"3808","issued",3
"3809","issuing",3
"3810","istandwithalexis",3
"3811","istandwithhedley",3
"3812","ittheatreawards",3
"3813","iwduoft",3
"3814","jag",3
"3815","jailed",3
"3816","jamaissanselles",3
"3817","jamie",3
"3818","jared",3
"3819","jenniferlawrence",3
"3820","jjchc2018",3
"3821","jms",3
"3822","jobs",3
"3823","josef",3
"3824","journalism",3
"3825","journalists",3
"3826","journey",3
"3827","jur",3
"3828","jury",3
"3829","juste",3
"3830","justice4jamie",3
"3831","kamen",3
"3832","karnas",3
"3833","kate",3
"3834","kc",3
"3835","key",3
"3836","kidnapped",3
