"","word","n"
"3290","dijo",7
"3291","dilute",7
"3292","direct",7
"3293","disagree",7
"3294","disucssing",7
"3295","dm",7
"3296","doj",7
"3297","donne",7
"3298","door",7
"3299","drink",7
"3300","drive",7
"3301","driven",7
"3302","driver",7
"3303","dude",7
"3304","eat",7
"3305","elected",7
"3306","elections",7
"3307","empowered",7
"3308","endpolicebrutality",7
"3309","endured",7
"3310","ensure",7
"3311","eres",7
"3312","esp",7
"3313","este",7
"3314","evangelicals",7
"3315","evolves",7
"3316","exploitation",7
"3317","expressing",7
"3318","extreme",7
"3319","fabulous",7
"3320","falconheavy",7
"3321","falls",7
"3322","fascinating",7
"3323","fblchat",7
"3324","fed",7
"3325","feminazis",7
"3326","feminismiscancer",7
"3327","filmmaker",7
"3328","fly",7
"3329","forces",7
"3330","forma",7
"3331","framing",7
"3332","france",7
"3333","freaky",7
"3334","freepalestine",7
"3335","gala",7
"3336","gally1",7
"3337","games",7
"3338","geschichte",7
"3339","get'em",7
"3340","gleichberechtigung",7
"3341","gobonobos",7
"3342","goebbells",7
"3343","gov't",7
"3344","ground",7
"3345","gwyneth",7
"3346","hab",7
"3347","hablan",7
"3348","hablemos",7
"3349","hacen",7
"3350","hair",7
"3351","half",7
"3352","handling",7
"3353","happening",7
"3354","hara",7
"3355","hay",7
"3356","headlines",7
"3357","helpdesk",7
"3358","hilarious",7
"3359","himtoo",7
"3360","hole",7
"3361","hollyweird",7
"3362","holy",7
"3363","honestly",7
"3364","hong",7
"3365","housing",7
"3366","humanrights",7
"3367","iampowerrising",7
"3368","ig",7
"3369","ikkje",7
"3370","imbalance",7
"3371","imperfect",7
"3372","implications",7
"3373","incredibly",7
"3374","indian",7
"3375","industries",7
"3376","infantilizaci",7
"3377","informed",7
"3378","infused",7
"3379","internal",7
"3380","interrupted",7
"3381","investors",7
"3382","jackie",7
"3383","jake",7
"3384","jane",7
"3385","jonathan",7
"3386","kamu",7
"3387","karla",7
"3388","katalk",7
"3389","kenapa",7
"3390","kesha's",7
"3391","kevin",7
"3392","killing",7
"3393","kimmich",7
"3394","knowledge",7
"3395","l'article",7
"3396","labor",7
"3397","lados",7
"3398","larrynassar",7
"3399","lena",7
"3400","lens",7
"3401","leyes",7
"3402","lin",7
"3403","lin's",7
"3404","linchamientos",7
"3405","lipnic",7
"3406","lisa",7
"3407","lisus",7
"3408","lizzie",7
"3409","llegeix",7
"3410","local",7
"3411","loesch",7
"3412","logos",7
"3413","lots",7
"3414","luck",7
"3415","mad",7
"3416","malgr",7
"3417","march4values",7
"3418","marches",7
"3419","marchonyeg",7
"3420","marginalized",7
"3421","mcg",7
"3422","meant",7
"3423","mecs",7
"3424","meine",7
"3425","mente",7
"3426","mentoo",7
"3427","merci",7
"3428","merge",7
"3429","messenger",7
"3430","mex",7
"3431","mid",7
"3432","middle",7
"3433","miedo",7
"3434","migpol",7
"3435","mmiw",7
"3436","models",7
"3437","moderator's",7
"3438","monday's",7
"3439","mor",7
"3440","motherhood",7
"3441","moves",7
"3442","movmiento",7
"3443","mulheres",7
"3444","naacp",7
"3445","native",7
"3446","needle",7
"3447","negative",7
"3448","network",7
"3449","nie",7
"3450","nomination",7
"3451","noon",7
"3452","norms",7
"3453","nos",7
"3454","nota",7
"3455","notmypresident",7
"3456","nurses",7
"3457","obfuscation",7
"3458","obriu",7
"3459","oo",7
"3460","opposes",7
"3461","opposition",7
"3462","ora",7
"3463","organizado",7
"3464","paltrow",7
"3465","paper",7
"3466","partly",7
"3467","partner",7
"3468","pass.in",7
"3469","pathos",7
"3470","paying",7
"3471","pccs",7
"3472","period",7
"3473","picture",7
"3474","pins",7
"3475","playitslowly",7
"3476","polley",7
"3477","portaveu",7
"3478","portion",7
"3479","pregnancy",7
"3480","prepared",7
"3481","presidentsclub",7
"3482","pressured",7
"3483","pretzel",7
"3484","producer",7
"3485","protection",7
"3486","psychotherapists",7
"3487","publish",7
"3488","quick",7
"3489","ra",7
"3490","rachael",7
"3491","random",7
"3492","rapes",7
"3493","reaching",7
"3494","reaction",7
"3495","reasons",7
"3496","reject",7
"3497","related",7
"3498","religion",7
"3499","remarks",7
"3500","rendition",7
"3501","resignation",7
"3502","resigned",7
"3503","restaurant",7
"3504","result",7
"3505","retweets",7
"3506","richard",7
"3507","ritu",7
"3508","row",7
"3509","roy",7
"3510","ryanseacrest",7
"3511","sanguine",7
"3512","scbwi",7
"3513","schaffer",7
"3514","screening",7
"3515","screw",7
"3516","searched",7
"3517","seduced",7
"3518","sein",7
"3519","sencer",7
"3520","shaped",7
"3521","sherman",7
"3522","shield",7
"3523","shining",7
"3524","shoot",7
"3525","shouldn",7
"3526","shout",7
"3527","significant",7
"3528","simply",7
"3529","smeared",7
"3530","sola",7
"3531","soy",7
"3532","spaces",7
"3533","spacey",7
"3534","spin",7
"3535","spiritual",7
"3536","ssen",7
"3537","starr",7
"3538","steemit",7
"3539","steps",7
"3540","storm",7
"3541","strengthen",7
"3542","struck",7
"3543","successful",7
"3544","sucedido",7
"3545","sundance",7
"3546","symbol",7
"3547","t4us",7
"3548","tabou",7
"3549","teenage",7
"3550","thad",7
"3551","thinkbigsundaywithmarsha",7
"3552","thisdojo102",7
"3553","threw",7
"3554","ticket",7
"3555","timeline",7
"3556","topoli",7
"3557","total",7
"3558","tous",7
"3559","town",7
"3560","track",7
"3561","trendy",7
"3562","tribune",7
"3563","trobada",7
"3564","trumplies",7
"3565","tw",7
"3566","twist",7
"3567","uberrape",7
"3568","ultimately",7
"3569","uncle",7
"3570","ups",7
"3571","verontwaardiging",7
"3572","victimas",7
"3573","victimizing",7
"3574","videos",7
"3575","viladecans",7
"3576","violenceagainstwomen",7
"3577","virginia",7
"3578","volunteered",7
"3579","vrier",7
"3580","vuelta",7
"3581","wetoogether",7
"3582","whatilearnedtoday",7
"3583","wi",7
"3584","worldbookday",7
"3585","yeahi'm",7
"3586","yegwomen",7
"3587","you.al",7
"3588","2.5",6
"3589","39",6
"3590","390",6
"3591","44",6
"3592","7.15pm",6
"3593","705",6
"3594","930,000",6
"3595","abortion",6
"3596","abyss",6
"3597","academia",6
"3598","academics",6
"3599","accuser",6
"3600","actriz",6
"3601","actual",6
"3602","acusar",6
"3603","admirer",6
"3604","advocacy",6
"3605","aggressive",6
"3606","aging",6
"3607","ai",6
"3608","ainternacionaldelamujer",6
"3609","albany",6
"3610","alexie",6
"3611","alla",6
"3612","amanda",6
"3613","amend",6
"3614","amreading",6
"3615","analysis",6
"3616","anderen",6
"3617","angekommen",6
"3618","anne",6
"3619","annoying",6
"3620","apparent",6
"3621","armon",6
"3622","askmoreofhim",6
"3623","assist",6
"3624","assumption",6
"3625","athletes",6
"3626","attacked",6
"3627","atteint",6
"3628","attended",6
"3629","attitude",6
"3630","aufspielen",6
"3631","autoridad",6
"3632","ava",6
"3633","aval",6
"3634","awakenin",6
"3635","babies",6
"3636","backdrop",6
"3637","background",6
"3638","badass",6
"3639","balance",6
"3640","bald",6
"3641","bansharialawmass",6
"3642","bari",6
"3643","barnaby",6
"3644","bartiromo",6
"3645","basis",6
"3646","bathsheba",6
"3647","beastslaura",6
"3648","beat",6
"3649","beiden",6
"3650","benefit",6
"3651","bij",6
"3652","blackliv",6
"3653","blowing",6
"3654","blueamerica20182020stoptrump",6
"3655","bookplugs",6
"3656","boostmybook",6
"3657","bossy",6
"3658","bottom",6
"3659","bragging",6
"3660","brags",6
"3661","brandtruly",6
"3662","bruuuuuuuuuuuum",6
"3663","bubba",6
"3664","bunny",6
"3665","burn",6
"3666","bystander",6
"3667","cancel",6
"3668","cat",6
"3669","cefc",6
"3670","celebration",6
"3671","chaitea",6
"3672","changetheratiowr",6
"3673","charles",6
"3674","charlie",6
"3675","checked",6
"3676","chemo",6
"3677","cher",6
"3678","chinese",6
"3679","church's",6
"3680","churchofscientology",6
"3681","cine",6
"3682","clara",6
"3683","clue",6
"3684","coach",6
"3685","coercion",6
"3686","committed",6
"3687","communities",6
"3688","comparto",6
"3689","compassionate",6
"3690","complex",6
"3691","concept",6
"3692","concern",6
"3693","confidential",6
"3694","confirming",6
"3695","congressional",6
"3696","congresswomen",6
"3697","conocido",6
"3698","conozco",6
"3699","conservatives",6
"3700","considered",6
"3701","cops",6
"3702","counter",6
"3703","cptsd",6
"3704","creative",6
"3705","criminally",6
"3706","criminals",6
"3707","criticism",6
"3708","csa",6
"3709","cult",6
"3710","dangerous",6
"3711","dank",6
"3712","danke",6
"3713","decal",6
"3714","decided",6
"3715","decir",6
"3716","declare",6
"3717","dej",6
"3718","delle",6
"3719","denhollander",6
"3720","denouncing",6
"3721","denuncia",6
"3722","denuncias",6
"3723","depression",6
"3724","desperate",6
"3725","despicable",6
"3726","despu",6
"3727","detonate",6
"3728","deviant",6
"3729","died",6
"3730","dios",6
"3731","dislike",6
"3732","divert",6
"3733","dkorea",6
"3734","donate",6
"3735","donc",6
"3736","dozen",6
"3737","dreamactnow",6
"3738","dreams",6
"3739","dreary",6
"3740","dressed",6
"3741","dresses",6
"3742","efter",6
"3743","ei",6
"3744","eigenverantwortung",6
"3745","ela",6
"3746","election",6
"3747","elle",6
"3748","elocuente",6
"3749","embodies",6
"3750","empathy",6
"3751","enabled",6
"3752","encounter",6
"3753","endlich",6
"3754","endviolenceagainstwomen",6
"3755","ep",6
"3756","equalitynow",6
"3757","esc",6
"3758","eso",6
"3759","espn",6
"3760","excuse",6
"3761","expert",6
"3762","fa",6
"3763","failed",6
"3764","faillite",6
"3765","fais",6
"3766","fantasticbeasts",6
"3767","fat",6
"3768","favorite",6
"3769","favourite",6
"3770","females",6
"3771","feministforum",6
"3772","fgm",6
"3773","fictional",6
"3774","fields",6
"3775","fights",6
"3776","filed",6
"3777","films",6
"3778","final",6
"3779","fires",6
"3780","firm",6
"3781","fit",6
"3782","fl",6
"3783","flirting",6
"3784","flittchen",6
"3785","forgive",6
"3786","fresh",6
"3787","fucks",6
"3788","fui",6
"3789","funding",6
"3790","gallifrey",6
"3791","gan",6
"3792","garbage",6
"3793","gemeinschaftswerk",6
"3794","genderequality",6
"3795","geneva",6
"3796","genial",6
"3797","genx",6
"3798","ginahaspel",6
"3799","google",6
"3800","gritanlasaulas",6
"3801","grown",6
"3802","gsp",6
"3803","gunsense",6
"3804","handle",6
"3805","harrasment",6
"3806","hasn",6
"3807","headey",6
"3808","heals.doctor",6
"3809","hereweare",6
"3810","hijacking",6
"3811","horrifying",6
"3812","hrc",6
"3813","hrend",6
"3814","hunted",6
"3815","hurts",6
"3816","identify",6
"3817","idiotinchief",6
"3818","immer",6
"3819","impacts",6
"3820","imprisoned",6
"3821","included",6
"3822","infuriating",6
"3823","inherentl",6
"3824","institutional",6
"3825","institutionalized",6
"3826","intellectual",6
"3827","intellingence",6
"3828","intended",6
"3829","internacional",6
"3830","internet",6
"3831","intimidation",6
"3832","invisible",6
"3833","inviting",6
"3834","janice",6
"3835","jasmine",6
"3836","jimmykimmel",6
"3837","jjchc",6
"3838","jong",6
"3839","ju",6
"3840","jump",6
"3841","jury",6
"3842","kate",6
"3843","key",6
"3844","kill",6
"3845","kinda",6
"3846","kipnis",6
"3847","kiss",6
"3848","korrespondentenkolleginnen",6
"3849","land",6
"3850","landscape",6
"3851","lange",6
"3852","lean",6
"3853","leer",6
"3854","legislature",6
"3855","legs",6
"3856","lequel",6
"3857","lesson",6
"3858","liam",6
"3859","library",6
"3860","limits",6
"3861","linked",6
"3862","lleg",6
"3863","llega",6
"3864","lobe",6
"3865","magnifique",6
"3866","majorystonemandouglashighschool",6
"3867","malala",6
"3868","marta",6
"3869","marzo",6
"3870","masculinity",6
"3871","meaning",6
"3872","measures",6
"3873","mecca",6
"3874","meier",6
"3875","meinen",6
"3876","memo",6
"3877","meno",6
"3878","mentoocc",6
"3879","mexico",6
"3880","mica",6
"3881","middleclass",6
"3882","milano's",6
"3883","minders",6
"3884","mistreatment",6
"3885","mockery",6
"3886","moiaussi",6
"3887","moje",6
"3888","molestie",6
"3889","momlife",6
"3890","monique",6
"3891","mtlicher",6
"3892","myanmar",6
"3893","naked",6
"3894","nde",6
"3895","ndern",6
"3896","ndert",6
"3897","ndn",6
"3898","neeson",6
"3899","neg",6
"3900","nelly",6
"3901","newiak",6
"3902","newspaper",6
"3903","nfl",6
"3904","norristown",6
"3905","notonemore",6
"3906","nya",6
"3907","ons",6
"3908","ont",6
"3909","opini",6
"3910","oregon",6
"3911","organize",6
"3912","origins",6
"3913","otro",6
"3914","outraged",6
"3915","painful",6
"3916","painhow",6
"3917","papel",6
"3918","passing",6
"3919","pat",6
"3920","path",6
"3921","payday",6
"3922","pe",6
"3923","pena",6
"3924","peopledominating",6
"3925","phrase",6
"3926","picturebook",6
"3927","pill",6
"3928","placards",6
"3929","plain",6
"3930","playful",6
"3931","plays",6
"3932","pledge",6
"3933","plein",6
"3934","pls",6
"3935","pode",6
"3936","poet",6
"3937","poll",6
"3938","pone",6
"3939","portrayers",6
"3940","possibly",6
"3941","pregunt",6
"3942","pretends",6
"3943","professional",6
"3944","promise",6
"3945","proportions",6
"3946","proves",6
"3947","ptg",6
"3948","publishers",6
"3949","puns",6
"3950","puntos",6
"3951","purchase",6
"3952","qa",6
"3953","qanon8chan",6
"3954","quickly",6
"3955","quien",6
"3956","quietly",6
"3957","quotes",6
"3958","raised",6
"3959","randomactsofkindnessday",6
"3960","rapeculture",6
"3961","ravaged",6
"3962","rde",6
"3963","realized",6
"3964","realizing",6
"3965","receive",6
"3966","recognize",6
"3967","refer",6
"3968","refusing",6
"3969","repost",6
"3970","resolution",6
"3971","responded",6
"3972","resulted",6
"3973","revived",6
"3974","rhetoric",6
"3975","rich",6
"3976","rico",6
"3977","rie",6
"3978","ring",6
"3979","robert",6
"3980","ross",6
"3981","rts",6
"3982","rubin",6
"3983","russians",6
"3984","saddest",6
"3985","saga",6
"3986","sales",6
"3987","sat",6
"3988","sch",6
"3989","schoolshootings",6
"3990","sd",6
"3991","seattle",6
"3992","secretary",6
"3993","seduction",6
"3994","seguridad",6
"3995","selective",6
"3996","servel",6
"3997","sextrafficking",6
"3998","shabbat",6
"3999","shelves",6
"4000","shooters",6
"4001","significance",6
"4002","silvester",6
"4003","sk",6
"4004","sm",6
"4005","smoke",6
"4006","sociales",6
"4007","soft",6
"4008","sommets",6
"4009","sons",6
"4010","spd",6
"4011","spinoff",6
"4012","sprung",6
"4013","spurs",6
"4014","standup4humanrights",6
"4015","stassi",6
"4016","statistics",6
"4017","stayed",6
"4018","staying",6
"4019","ste",6
"4020","sten",6
"4021","stephanie",6
"4022","stick",6
"4023","suggests",6
"4024","sun",6
"4025","surprisingly",6
"4026","surrounding",6
"4027","surtout",6
"4028","suzy",6
"4029","sweden",6
"4030","swedish",6
"4031","symbolic",6
"4032","tal",6
"4033","talent",6
"4034","targeted",6
"4035","taxreform",6
"4036","tedcruz",6
"4037","telfordgrooming",6
"4038","temas",6
"4039","ten",6
"4040","text",6
"4041","texte",6
"4042","thegreatawakening",6
"4043","theresist",6
"4044","thighs",6
"4045","thread.the",6
"4046","threads",6
"4047","threats",6
"4048","thrush",6
"4049","thur",6
"4050","tictocnews",6
"4051","tiene",6
"4052","timeisup",6
"4053","tipping",6
"4054","tirade",6
"4055","tmw",6
"4056","toolate",6
"4057","tories",6
"4058","tortured",6
"4059","treatment",6
"4060","trips",6
"4061","troubling",6
"4062","trumps",6
"4063","tryna",6
"4064","ummmm",6
"4065","uncover",6
"4066","uniteblue",6
"4067","universities",6
"4068","unlikeable",6
"4069","unsg",6
"4070","upper",6
"4071","upprop",6
"4072","upset",6
"4073","usc",6
"4074","ustoo",6
"4075","vagones",6
"4076","vais",6
"4077","vatican",6
"4078","venit",6
"4079","viciously",6
"4080","vindicated",6
"4081","violada",6
"4082","violeur",6
"4083","vom",6
"4084","vu",6
"4085","wannabe",6
"4086","warriors",6
"4087","wars",6
"4088","watchmy",6
"4089","watson",6
"4090","weday",6
"4091","wednesday",6
"4092","wednesdaywisdom",6
"4093","wei",6
"4094","weiner",6
"4095","welt",6
"4096","wetoojapan",6
"4097","whatboudicca",6
"4098","wieder",6
"4099","wil",6
"4100","wir",6
"4101","wizarding",6
"4102","womenleaders",6
"4103","workingclass",6
"4104","workplaces",6
"4105","wynn's",6
"4106","yalit",6
"4107","ye",6
"4108","yesallwomen",6
"4109","youdontknowevangelicals",6
"4110","zeit",6
"4111","1_",5
"4112","10_",5
"4113","102",5
"4114","10am",5
"4115","10th",5
"4116","1324",5
"4117","16ny",5
"4118","180",5
"4119","1910s",5
"4120","2,000",5
"4121","2015_",5
"4122","40wks",5
"4123","95",5
"4124","99.9",5
"4125","aaliyah",5
"4126","aarhus",5
"4127","aarp",5
"4128","acaba",5
"4129","acceptance",5
"4130","accountability",5
"4131","accuses",5
"4132","ad",5
"4133","addiction",5
"4134","adjunct",5
"4135","affleck",5
"4136","afghan",5
"4137","african",5
"4138","aftermath",5
"4139","agrees",5
"4140","ah",5
"4141","aktiven",5
"4142","aliens",5
"4143","allies",5
"4144","allowing",5
"4145","alma's",5
"4146","alums",5
"4147","americafirst",5
"4148","americanjustice",5
"4149","ana",5
"4150","andere",5
"4151","andra",5
"4152","angegangen",5
"4153","angeles",5
"4154","animal",5
"4155","anonymous",5
"4156","appalling",5
"4157","arbejdsmarkedet",5
"4158","architect",5
"4159","arising",5
"4160","aristegui",5
"4161","arl",5
"4162","armed",5
"4163","arts",5
"4164","asiantuntijat",5
"4165","asiaten",5
"4166","aterriza",5
"4167","athletic",5
"4168","atmosphere",5
"4169","attaques",5
"4170","attempted",5
"4171","attendance",5
"4172","attorney",5
"4173","authors",5
"4174","autistic",5
"4175","awakeningourdemocracy",5
"4176","backwards",5
"4177","balancerlestruies",5
"4178","band",5
"4179","banning",5
"4180","barndom",5
"4181","barnkonventionen",5
"4182","barnminister",5
"4183","base",5
"4184","bc",5
"4185","beatingretreat",5
"4186","beens",5
"4187","behave",5
"4188","benefits",5
"4189","bewegung",5
"4190","bezeichnung",5
"4191","bills",5
"4192","bitchin",5
"4193","bitterness",5
"4194","blackbox",5
"4195","blackwomen",5
"4196","bohm",5
"4197","bounty",5
"4198","bowl",5
"4199","branding",5
"4200","brands",5
"4201","bravo",5
"4202","bringezu",5
"4203","bringt",5
"4204","bubble",5
"4205","bureau",5
"4206","burncod",5
"4207","calles",5
"4208","candidacy",5
"4209","canlab",5
"4210","cap",5
"4211","capito",5
"4212","carmen",5
"4213","caroline",5
"4214","causa",5
"4215","cda230",5
"4216","celebrated",5
"4217","celebrates",5
"4218","cette",5
"4219","chammartin",5
"4220","changetheratio",5
"4221","charity",5
"4222","chick",5
"4223","chickened",5
"4224","choreo",5
"4225","chrisunprofessional",5
"4226","cines",5
"4227","cited",5
"4228","citizen",5
"4229","citizenrose",5
"4230","civilrights",5
"4231","clarer",5
"4232","classy",5
"4233","clintonfired",5
"4234","clutching",5
"4235","comenz",5
"4236","commit",5
"4237","committee",5
"4238","communist",5
"4239","compelling",5
"4240","compliance",5
"4241","complicado",5
"4242","conc",5
"4243","conf",5
"4244","connu",5
"4245","conseguenza",5
"4246","constant",5
"4247","construction",5
"4248","contagious",5
"4249","contrary",5
"4250","controversy",5
"4251","convention",5
"4252","cosby's",5
"4253","counts",5
"4254","covering",5
"4255","coverup",5
"4256","covg",5
"4257","cowardly",5
"4258","crazy",5
"4259","creates",5
"4260","creeptypica",5
"4261","cried",5
"4262","criticize",5
"4263","croire",5
"4264","cruellaughing",5
"4265","crybaby",5
"4266","ctrs",5
"4267","cu",5
"4268","cuomo's",5
"4269","cuts",5
"4270","cyber",5
"4271","cyberhate",5
"4272","cynthia",5
"4273","d'agressions",5
"4274","damit",5
"4275","danny",5
"4276","dante",5
"4277","darakhosrowshahi",5
"4278","darkchapter",5
"4279","darkest",5
"4280","darling",5
"4281","darshan",5
"4282","death",5
"4283","debasers",5
"4284","dels",5
"4285","demolished",5
"4286","demonstrate",5
"4287","denen",5
"4288","denial",5
"4289","denver",5
"4290","derechos",5
"4291","descente",5
"4292","desert",5
"4293","despair",5
"4294","deutschen",5
"4295","diadelamujer",5
"4296","diario",5
"4297","diese",5
"4298","difficult",5
"4299","dining",5
"4300","dire",5
"4301","directors",5
"4302","disability",5
"4303","disaster",5
"4304","disponible",5
"4305","disrespected",5
"4306","district",5
"4307","dodging",5
"4308","doubled",5
"4309","doublestandards",5
"4310","dragged",5
"4311","drar",5
"4312","draw",5
"4313","driving",5
"4314","drunk",5
"4315","ducking",5
"4316","dunst",5
"4317","dunwoody",5
"4318","ebook",5
"4319","edge",5
"4320","educaci",5
"4321","effects",5
"4322","einem",5
"4323","elefant",5
"4324","ella",5
"4325","elsebe",5
"4326","emails",5
"4327","emotions",5
"4328","empowering",5
"4329","emptythepews",5
"4330","encounters",5
"4331","engage",5
"4332","engrossing",5
"4333","enjoying",5
"4334","ensuring",5
"4335","entitled",5
"4336","entrevista",5
"4337","entrevistas",5
"4338","equitable",5
"4339","erfahrungen",5
"4340","escape",5
"4341","estar",5
"4342","estilo",5
"4343","ett",5
"4344","euch",5
"4345","evaluation",5
"4346","evitar",5
"4347","excusable",5
"4348","executive",5
"4349","experts",5
"4350","exploited",5
"4351","exploring",5
"4352","ezarina",5
"4353","fabulousmoolah",5
"4354","familial",5
"4355","fast",5
"4356","fatigue",5
"4357","feared",5
"4358","feb",5
"4359","femen",5
"4360","fen",5
"4361","ffs",5
"4362","figure",5
"4363","finalmente",5
"4364","fine",5
"4365","fireback",5
"4366","firmiert",5
"4367","fix",5
"4368","flag",5
"4369","flat",5
"4370","flaw",5
"4371","fletcher",5
"4372","flowers",5
"4373","forcing",5
"4374","foreign",5
"4375","foretold",5
"4376","fosta",5
"4377","fraught",5
"4378","frenchwomen",5
"4379","fresno's",5
"4380","friendly",5
"4381","ga",5
"4382","gangguan",5
"4383","garage",5
"4384","gdc's",5
"4385","geb",5
"4386","gente",5
"4387","gestern",5
"4388","ghastly",5
"4389","ghomeshi",5
"4390","giant",5
"4391","givers",5
"4392","glorious",5
"4393","goin",5
"4394","goldenglobes",5
"4395","gordon",5
"4396","grab",5
"4397","grande",5
"4398","greedyoldpervertsthe",5
"4399","grew",5
"4400","gripping",5
"4401","grooming",5
"4402","gta",5
"4403","guapa",5
"4404","guests",5
"4405","guide",5
"4406","habla",5
"4407","hall",5
"4408","hannity",5
"4409","harboring",5
"4410","harceler",5
"4411","harmlose",5
"4412","hatred",5
"4413","headline",5
"4414","hearts",5
"4415","helen",5
"4416","hem",5
"4417","hereforyou",5
"4418","hijacked",5
"4419","hired",5
"4420","holder",5
"4421","honors",5
"4422","hopeful",5
"4423","horrible",5
"4424","hosts",5
"4425","hug",5
"4426","huikeat",5
"4427","humor",5
"4428","hun",5
"4429","hunger",5
"4430","iamjanedoe",5
"4431","ico",5
"4432","ideas",5
"4433","iflandia",5
"4434","igno",5
"4435","ignoriert",5
"4436","ihre",5
"4437","ihren",5
"4438","illustrates",5
"4439","imnofanoftrumpbutthe",5
"4440","implement",5
"4441","impossible",5
"4442","inclusion",5
"4443","inclusive",5
"4444","indict",5
"4445","industrial",5
"4446","institution",5
"4447","intel",5
"4448","intent",5
"4449","intercambio",5
"4450","internationalwomenday2018",5
"4451","interviews",5
"4452","intressantsala",5
"4453","intro",5
"4454","involves",5
"4455","involving",5
"4456","inxeba",5
"4457","iron",5
"4458","isis",5
"4459","israel",5
"4460","itch",5
"4461","itu",5
"4462","ivankatrump",5
"4463","iwd18",5
"4464","jak",5
"4465","jokes",5
"4466","journalist",5
"4467","joy",5
"4468","judging",5
"4469","judicial",5
"4470","kaba",5
"4471","kane",5
"4472","kang",5
"4473","kathleen",5
"4474","keeping",5
"4475","kein",5
"4476","kerja",5
"4477","kirsten",5
"4478","klinic",5
"4479","knee",5
"4480","knowing",5
"4481","kommuns",5
"4482","l'action",5
"4483","l'indignation",5
"4484","labels",5
"4485","laid",5
"4486","laisser",5
"4487","lamas",5
"4488","lawan",5
"4489","lawmakers",5
"4490","lay",5
"4491","laying",5
"4492","ld",5
"4493","leaves",5
"4494","leaving",5
"4495","lecturing",5
"4496","lees",5
"4497","leftists",5
"4498","leider",5
"4499","lenders",5
"4500","lessons",5
"4501","levine",5
"4502","levrette",5
"4503","lewis",5
"4504","lezen",5
"4505","lgbtqicc",5
"4506","liberation",5
"4507","librairie",5
"4508","lieu",5
"4509","lifestyle",5
"4510","limit",5
"4511","listed",5
"4512","listened",5
"4513","listeners",5
"4514","listentosurvivors",5
"4515","llig",5
"4516","lnwh",5
"4517","loi",5
"4518","longdrop",5
"4519","lorsqu'il",5
"4520","loser",5
"4521","lovers",5
"4522","loyal",5
"4523","lss",5
"4524","luncheon",5
"4525","lyssna",5
"4526","macho",5
"4527","maher",5
"4528","mainstreaming",5
"4529","maintenant",5
"4530","males",5
"4531","marea",5
"4532","mariame",5
"4533","marijuana",5
"4534","marks",5
"4535","mars",5
"4536","martin",5
"4537","masculine",5
"4538","match",5
"4539","material",5
"4540","matiquement",5
"4541","matters",5
"4542","mcmahon",5
"4543","meanis",5
"4544","medborgerlig",5
"4545","medios",5
"4546","meeeecheckmate",5
"4547","meeham",5
"4548","meget",5
"4549","mengenai",5
"4550","mep",5
"4551","messy",5
"4552","mil",5
"4553","miniature",5
"4554","minute",5
"4555","miques",5
"4556","mishandled",5
"4557","misses",5
"4558","mm",5
"4559","mob",5
"4560","moche",5
"4561","moet",5
"4562","momentous",5
"4563","mon",5
"4564","montage",5
"4565","month's",5
"4566","moolah",5
"4567","morgan",5
"4568","mothers",5
"4569","motivational",5
"4570","mouth",5
"4571","movem",5
"4572","movementi",5
"4573","mps",5
"4574","murdered",5
"4575","myfeminism",5
"4576","myfreedomday",5
"4577","nakhane",5
"4578","naturale",5
"4579","ndalo",5
"4580","nederlandse",5
"4581","negro",5
"4582","nepotism",5
"4583","nerve",5
"4584","newsletter",5
"4585","ngo",5
"4586","nica",5
"4587","nico",5
"4588","night's",5
"4589","nina",5
"4590","nnerherrschaft",5
"4591","nominaciones",5
"4592","noncer",5
"4593","noolvides",5
"4594","nope",5
"4595","north",5
"4596","nosotras",5
"4597","noted",5
"4598","noticed",5
"4599","notnolan",5
"4600","notpartisans",5
"4601","notviolence",5
"4602","november",5
"4603","nslor",5
"4604","numb",5
"4605","nz",5
"4606","o'reilly",5
"4607","occurs",5
"4608","ocra",5
"4609","officer",5
"4610","officials",5
"4611","oit",5
"4612","olympian",5
"4613","onceuponatimesup",5
"4614","onderzoek",5
"4615","onlyfans",5
"4616","organized",5
"4617","oscars.i",5
"4618","oscars90",5
"4619","outcome",5
"4620","outfits",5
"4621","outweighing",5
"4622","ouverte",5
"4623","overstepping",5
"4624","overtaken",5
"4625","owe",5
"4626","page",5
"4627","painif",5
"4628","paola",5
"4629","pasada",5
"4630","paso",5
"4631","passage",5
"4632","passer",5
"4633","passes",5
"4634","pastor",5
"4635","patriarki",5
"4636","patriots",5
"4637","payequity",5
"4638","peak",5
"4639","pearls",5
"4640","pedophiles",5
"4641","peligros",5
"4642","pence's",5
"4643","percent",5
"4644","periodista",5
"4645","personalmente",5
"4646","perversion",5
"4647","philippines",5
"4648","phony",5
"4649","pie",5
"4650","pissed",5
"4651","podden",5
"4652","pon",5
"4653","pons",5
"4654","pop",5
"4655","porte",5
"4656","portrayals",5
"4657","posttrau",5
"4658","predatory",5
"4659","predictions",5
"4660","premios",5
"4661","presenta",5
"4662","probl",5
"4663","produced",5
"4664","profession",5
"4665","promoting",5
"4666","props",5
"4667","protections",5
"4668","protectmueller",5
"4669","provincial",5
"4670","pta",5
"4671","puerile",5
"4672","queer",5
"4673","quoi",5
"4674","rabbit",5
"4675","rabiata",5
"4676","rages",5
"4677","raperoko",5
"4678","raum",5
"4679","rea",5
"4680","reaches",5
"4681","reactionary",5
