"","word","n"
"3151","beltrame",7
"3152","bernie",7
"3153","bethechange",7
"3154","bitch",7
"3155","bloo",7
"3156","blow",7
"3157","bowed",7
"3158","boycottthenra",7
"3159","bragged",7
"3160","broken",7
"3161","budget",7
"3162","bugs",7
"3163","burst",7
"3164","candy",7
"3165","carlson",7
"3166","certified",7
"3167","chanted",7
"3168","chased",7
"3169","checked",7
"3170","children's",7
"3171","choir",7
"3172","churchtoo",7
"3173","cking",7
"3174","climb",7
"3175","clowns",7
"3176","columbia",7
"3177","complaint",7
"3178","concerts",7
"3179","conquer",7
"3180","constituents",7
"3181","constitutional",7
"3182","contact",7
"3183","corruption",7
"3184","cost",7
"3185","courthouse",7
"3186","crazies",7
"3187","cult45",7
"3188","culturethis",7
"3189","davematthews",7
"3190","davidbowie",7
"3191","decent",7
"3192","defeated",7
"3193","demanded",7
"3194","demforce",7
"3195","di",7
"3196","disappointments",7
"3197","discussion",7
"3198","distract",7
"3199","document",7
"3200","documentary",7
"3201","doin",7
"3202","donaldtrump",7
"3203","dreams",7
"3204","educators",7
"3205","eloquently",7
"3206","embarrassment",7
"3207","emmagonzales",7
"3208","empathy",7
"3209","endgu",7
"3210","endgunviolenc",7
"3211","etc.america",7
"3212","eulogies",7
"3213","excitement",7
"3214","excuse",7
"3215","exempt",7
"3216","expelliarmus",7
"3217","experiment",7
"3218","eye",7
"3219","faculty",7
"3220","fakenews",7
"3221","fanatics",7
"3222","fe",7
"3223","filming",7
"3224","finger",7
"3225","flight",7
"3226","forum",7
"3227","foundation",7
"3228","fundamental",7
"3229","glimpse",7
"3230","globalist",7
"3231","goals.if",7
"3232","governor",7
"3233","greenville",7
"3234","gunownersagainstnra",7
"3235","gunre",7
"3236","haha",7
"3237","harlem",7
"3238","haters",7
"3239","hav",7
"3240","hea",7
"3241","heard.silence",7
"3242","hits",7
"3243","hopes",7
"3244","horrible",7
"3245","hot",7
"3246","hugging",7
"3247","humbled",7
"3248","idiocy",7
"3249","il",7
"3250","images",7
"3251","inaction",7
"3252","inane",7
"3253","individu",7
"3254","injuries",7
"3255","ins",7
"3256","intelligence",7
"3257","intended",7
"3258","internet",7
"3259","interviewed",7
"3260","intimidate",7
"3261","irrelevant",7
"3262","jacket",7
"3263","jewsdemandaction",7
"3264","jim",7
"3265","justin",7
"3266","knees",7
"3267","knives",7
"3268","kudos",7
"3269","landslide",7
"3270","leaves",7
"3271","levels",7
"3272","liar",7
"3273","liberty",7
"3274","loser",7
"3275","loudest",7
"3276","maine",7
"3277","manifesto",7
"3278","mansplaining",7
"3279","mapoli",7
"3280","marchforourliveskc",7
"3281","marchforourlivessarasota.lauren’s",7
"3282","marigold",7
"3283","measures",7
"3284","media’s",7
"3285","messaging",7
"3286","mfol",7
"3287","missouri",7
"3288","monster",7
"3289","morons",7
"3290","ms",7
"3291","msm",7
"3292","mueller",7
"3293","mvmnt",7
"3294","neverevertrustarepublican",7
"3295","neverforge",7
"3296","notonemor",7
"3297","nrafree",7
"3298","nrai",7
"3299","onl",7
"3300","online",7
"3301","opt",7
"3302","organs",7
"3303","overflowing",7
"3304","peeps",7
"3305","penned",7
"3306","performed",7
"3307","performs",7
"3308","pick",7
"3309","pity",7
"3310","poised",7
"3311","polling",7
"3312","preorders",7
"3313","presidentnow",7
"3314","profits",7
"3315","promising",7
"3316","protested",7
"3317","proved",7
"3318","providence",7
"3319","reaction",7
"3320","rebecca",7
"3321","reckoned",7
"3322","reference",7
"3323","remembered",7
"3324","reminderkinder",7
"3325","reports",7
"3326","resolve",7
"3327","responded",7
"3328","retired",7
"3329","returned",7
"3330","revoke",7
"3331","revolutionary",7
"3332","reward",7
"3333","ringing",7
"3334","roar",7
"3335","sam",7
"3336","secure",7
"3337","securi",7
"3338","selena",7
"3339","seniors",7
"3340","series",7
"3341","shift",7
"3342","shooters",7
"3343","sibling",7
"3344","siege",7
"3345","sign.lift",7
"3346","skating",7
"3347","skin",7
"3348","snow",7
"3349","soldier",7
"3350","soulless",7
"3351","sta",7
"3352","start.there",7
"3353","stepping",7
"3354","stud",7
"3355","study",7
"3356","stupidity",7
"3357","suggested",7
"3358","superheroes",7
"3359","supreme",7
"3360","surely",7
"3361","swag",7
"3362","teenage",7
"3363","tens",7
"3364","thankyou",7
"3365","thou",7
"3366","timevery",7
"3367","tissues",7
"3368","tr",7
"3369","traxler",7
"3370","trumpcrimefamily",7
"3371","trust",7
"3372","tsunami",7
"3373","twill",7
"3374","ty",7
"3375","unity",7
"3376","urges",7
"3377","usaf",7
"3378","uterus",7
"3379","version",7
"3380","vets",7
"3381","voteat",7
"3382","vow",7
"3383","walder",7
"3384","wash",7
"3385","weather",7
"3386","who've",7
"3387","whyicarry",7
"3388","wind",7
"3389","winner",7
"3390","women's",7
"3391","worthy",7
"3392","yikes",7
"3393","you’d",7
"3394","yourvoteyourvoice",7
"3395","0",6
"3396","110",6
"3397","31",6
"3398","37",6
"3399","60minutes",6
"3400","acceptable",6
"3401","airlift",6
"3402","amarch4ourlives",6
"3403","announcement",6
"3404","approximately",6
"3405","assad",6
"3406","astounding.i",6
"3407","awakened",6
"3408","banner",6
"3409","bar",6
"3410","based",6
"3411","beaten",6
"3412","beauty",6
"3413","beliefs",6
"3414","benatar",6
"3415","betterplace",6
"3416","biden",6
"3417","billie",6
"3418","bills",6
"3419","blind",6
"3420","block",6
"3421","blown",6
"3422","bluewaveiscoming",6
"3423","bob",6
"3424","bonding",6
"3425","breaki",6
"3426","brexit",6
"3427","buildthewall",6
"3428","cancelled",6
"3429","capable",6
"3430","cardiac",6
"3431","cast",6
"3432","cdnpoli",6
"3433","celebrate",6
"3434","changeiscoming",6
"3435","charlottesville",6
"3436","checking",6
"3437","cla",6
"3438","claimed",6
"3439","claiming",6
"3440","collected",6
"3441","commented",6
"3442","commons",6
"3443","company",6
"3444","consciousness",6
"3445","const",6
"3446","cospo",6
"3447","counted",6
"3448","counter",6
"3449","countless",6
"3450","couple",6
"3451","cpac",6
"3452","dalailama",6
"3453","damage",6
"3454","dangerous",6
"3455","daytrue",6
"3456","dcpreteens",6
"3457","defending",6
"3458","define",6
"3459","demi",6
"3460","demonstrated",6
"3461","department",6
"3462","deserved",6
"3463","destabilises",6
"3464","disappointed",6
"3465","disarmcops",6
"3466","dismiss",6
"3467","districts",6
"3468","dmv",6
"3469","do.and",6
"3470","dog",6
"3471","donnie",6
"3472","donors",6
"3473","draws",6
"3474","dum",6
"3475","dworet",6
"3476","effect",6
"3477","eleanor",6
"3478","ellison",6
"3479","embarrassed",6
"3480","emotiona",6
"3481","encourages",6
"3482","enfield",6
"3483","engage",6
"3484","enter",6
"3485","entered",6
"3486","eu",6
"3487","exciting",6
"3488","expression",6
"3489","fa",6
"3490","fakepresident",6
"3491","fame",6
"3492","fathers",6
"3493","features",6
"3494","february",6
"3495","feelings",6
"3496","fiercely",6
"3497","figure",6
"3498","file",6
"3499","flipitblue",6
"3500","flresists",6
"3501","foot",6
"3502","forgot",6
"3503","fortitude",6
"3504","fought",6
"3505","founding",6
"3506","frankfurt",6
"3507","frankfurt‘s",6
"3508","freaking",6
"3509","ga",6
"3510","gather",6
"3511","ge",6
"3512","genius",6
"3513","goat",6
"3514","gonzales",6
"3515","goodness",6
"3516","govt",6
"3517","gratitude",6
"3518","grieve",6
"3519","grocery",6
"3520","gunfire",6
"3521","gunrefor",6
"3522","hats",6
"3523","hezbollah",6
"3524","highly",6
"3525","hillary",6
"3526","holder",6
"3527","hollins",6
"3528","howmanymore",6
"3529","humans",6
"3530","hundred",6
"3531","hung",6
"3532","hypocritical",6
"3533","iamthenra",6
"3534","idiotic",6
"3535","importantly",6
"3536","include",6
"3537","increasingly",6
"3538","injury",6
"3539","instructed",6
"3540","intentions",6
"3541","intriguing",6
"3542","iraqi",6
"3543","irgc",6
"3544","israel",6
"3545","issues",6
"3546","jack",6
"3547","jackass",6
"3548","jean",6
"3549","joins",6
"3550","joking",6
"3551","junior",6
"3552","karma",6
"3553","katniss",6
"3554","keandra",6
"3555","knife",6
"3556","knight",6
"3557","lahren",6
"3558","lewis",6
"3559","liberals",6
"3560","liberties",6
"3561","linked",6
"3562","lock",6
"3563","locked",6
"3564","lolly",6
"3565","longmont",6
"3566","lovewins",6
"3567","mahan",6
"3568","maloney",6
"3569","mansbestfriend",6
"3570","marchforourlives.from",6
"3571","marchforourlivesnashville",6
"3572","marchforourlivespinellas",6
"3573","mas",6
"3574","matter.the",6
"3575","md",6
"3576","medics",6
"3577","melbourne's",6
"3578","mepolitics",6
"3579","michael",6
"3580","mike",6
"3581","mild",6
"3582","months",6
"3583","mov",6
"3584","muslim",6
"3585","muster",6
"3586","naturalhair",6
"3587","naturalhairtwitter",6
"3588","nebraska",6
"3589","neighborhoods",6
"3590","nh",6
"3591","nick",6
"3592","northamptonma",6
"3593","of.i",6
"3594","offices",6
"3595","one's",6
"3596","onpoli",6
"3597","opinions",6
"3598","opportunistsbeware",6
"3599","ordinary",6
"3600","oslo",6
"3601","ounce",6
"3602","oval",6
"3603","ows",6
"3604","paradigm",6
"3605","parklandschoolshooting",6
"3606","passing",6
"3607","patriot",6
"3608","peacefully",6
"3609","penn",6
"3610","pennridge225",6
"3611","peter",6
"3612","peterson",6
"3613","photoshopped",6
"3614","plans",6
"3615","posit",6
"3616","prevented",6
"3617","produced",6
"3618","providing",6
"3619","ps",6
"3620","psycho",6
"3621","puppets",6
"3622","purpose",6
"3623","quoted",6
"3624","quoting",6
"3625","rancho",6
"3626","ratfucker",6
"3627","reasonable",6
"3628","recognize",6
"3629","region",6
"3630","remarkable",6
"3631","results",6
"3632","rich",6
"3633","ripped",6
"3634","robbed",6
"3635","rocks",6
"3636","roll",6
"3637","route91",6
"3638","rule",6
"3639","ryan's",6
"3640","sanity",6
"3641","santorium",6
"3642","satellite",6
"3643","saturday's",6
"3644","senators",6
"3645","sensiblegunlaws",6
"3646","shadow",6
"3647","shamef",6
"3648","sheep's",6
"3649","signed",6
"3650","signing",6
"3651","skills",6
"3652","slaughter",6
"3653","sniper",6
"3654","soaked",6
"3655","solutions",6
"3656","solving",6
"3657","songs",6
"3658","spending",6
"3659","spineless",6
"3660","spit",6
"3661","stamina",6
"3662","stat",6
"3663","statements",6
"3664","stream",6
"3665","strongest",6
"3666","stude",6
"3667","suggest",6
"3668","superintendent",6
"3669","supremacist",6
"3670","survivorssiblings",6
"3671","sustain",6
"3672","sutherland",6
"3673","swimming",6
"3674","system",6
"3675","systemati",6
"3676","tabuk",6
"3677","tag",6
"3678","tear",6
"3679","terrible",6
"3680","terrorism",6
"3681","thankful",6
"3682","themed",6
"3683","themsel",6
"3684","thomaskail",6
"3685","throw",6
"3686","throwing",6
"3687","throws",6
"3688","tibet",6
"3689","tm",6
"3690","trag",6
"3691","tragic",6
"3692","transforming",6
"3693","transportation",6
"3694","treat",6
"3695","treating",6
"3696","triangle",6
"3697","trumpruss",6
"3698","trumps",6
"3699","uk",6
"3700","unable",6
"3701","understanding",6
"3702","understands",6
"3703","uniform",6
"3704","usual",6
"3705","utter",6
"3706","vet",6
"3707","vetsforgu",6
"3708","victory",6
"3709","virtual",6
"3710","visualabstract",6
"3711","wal",6
"3712","walkforourlives",6
"3713","wang",6
"3714","wannabe",6
"3715","warriors",6
"3716","waste",6
"3717","waves",6
"3718","westhartford",6
"3719","whores",6
"3720","whyimarch",6
"3721","wide",6
"3722","woman’s",6
"3723","worldour",6
"3724","would’ve",6
"3725","yall",6
"3726","yell",6
"3727","187,000",5
"3728","1969i'm",5
"3729","20th",5
"3730","20yrs",5
"3731","3.24.18",5
"3732","30,000",5
"3733","55",5
"3734","5th",5
"3735","93",5
"3736","aadc",5
"3737","accountabili",5
"3738","achieve",5
"3739","activi",5
"3740","advise",5
"3741","affects",5
"3742","agent",5
"3743","aid",5
"3744","alex",5
"3745","alla",5
"3746","alyssa",5
"3747","amjoythis",5
"3748","ammosexuals",5
"3749","anniversary",5
"3750","antisemitism",5
"3751","apocalypse",5
"3752","applies",5
"3753","apply",5
"3754","arkansas",5
"3755","artist",5
"3756","asinine",5
"3757","assert",5
"3758","attendance",5
"3759","aw",5
"3760","az",5
"3761","ba",5
"3762","backf",5
"3763","backpack",5
"3764","ballot",5
"3765","balls",5
"3766","banonmilitaryassaultrifles",5
"3767","baseline",5
"3768","bastards",5
"3769","beaming",5
"3770","beast",5
"3771","beautynbeats",5
"3772","beinga",5
"3773","belief",5
"3774","belittling",5
"3775","ben",5
"3776","bigots",5
"3777","blank",5
"3778","bleed",5
"3779","bluewa",5
"3780","boasted",5
"3781","boi",5
"3782","bother",5
"3783","bound",5
"3784","braving",5
"3785","breaks",5
"3786","btw",5
"3787","butterflies",5
"3788","bye",5
"3789","cancer",5
"3790","carnage",5
"3791","cashiers",5
"3792","casualties",5
"3793","cd7",5
"3794","challenge",5
"3795","chang",5
"3796","changeisnow",5
"3797","changers",5
"3798","channels",5
"3799","character",5
"3800","charity",5
"3801","cheap",5
"3802","chick",5
"3803","chickenh",5
"3804","christopher",5
"3805","closes",5
"3806","coffee",5
"3807","colorbut",5
"3808","cometogether",5
"3809","comic",5
"3810","comparing",5
"3811","compassionate",5
"3812","compliance",5
"3813","complicit",5
"3814","concert",5
"3815","confession",5
"3816","confronts",5
"3817","conspiracy",5
"3818","cont",5
"3819","continuing",5
"3820","contrary",5
"3821","cor",5
"3822","correct",5
"3823","corruptgop",5
"3824","cosponsors",5
"3825","criticize",5
"3826","da",5
"3827","dahlonega",5
"3828","daniel",5
"3829","decadethis",5
"3830","decision",5
"3831","defundplannedparenthood",5
"3832","defundsanctuarycities",5
"3833","delaware",5
"3834","desperately",5
"3835","devos",5
"3836","dewey",5
"3837","digit",5
"3838","dinkie",5
"3839","disabled",5
"3840","disgrace",5
"3841","disingenuous",5
"3842","distributed",5
"3843","divided",5
"3844","dj",5
"3845","don",5
"3846","donation",5
"3847","door",5
"3848","douglass",5
"3849","ducking",5
"3850","duff",5
"3851","dumbledore's",5
"3852","dumpsterfire",5
"3853","eating",5
"3854","echoes",5
"3855","effective",5
"3856","eloquence",5
"3857","embarrassing",5
"3858","encourage",5
"3859","enoughi",5
"3860","enoughwar",5
"3861","equal",5
"3862","essentially",5
"3863","establish",5
"3864","eventually",5
"3865","expert",5
"3866","explains",5
"3867","expresses",5
"3868","facingsouthflorida",5
"3869","fade",5
"3870","fail",5
"3871","fascists",5
"3872","fed",5
"3873","fi",5
"3874","flash",5
"3875","foe.the",5
"3876","forgiveness",5
"3877","ft",5
"3878","fuel",5
"3879","funding",5
"3880","futu",5
"3881","gag",5
"3882","gained",5
"3883","gallery",5
"3884","gas",5
"3885","gay",5
"3886","generationz",5
"3887","globe",5
"3888","glorification",5
"3889","gmhs",5
"3890","goals",5
"3891","gopgtfo",5
"3892","grab",5
"3893","grades",5
"3894","grande",5
"3895","greatmillshighschool",5
"3896","grip",5
"3897","grownups",5
"3898","gunsensenow",5
"3899","gunsguns",5
"3900","hale",5
"3901","harass",5
"3902","harassing",5
"3903","harvard",5
"3904","hashtags",5
"3905","hasn’t",5
"3906","hating",5
"3907","hatred",5
"3908","hb722",5
"3909","hears",5
"3910","hector",5
"3911","helps",5
"3912","hemorrhage",5
"3913","hesitate",5
"3914","hips",5
"3915","hispanic",5
"3916","hobbled",5
"3917","hoggs",5
"3918","holes",5
"3919","homebound",5
"3920","horrific",5
"3921","huh",5
"3922","hunting",5
"3923","hypocrite",5
"3924","igniting",5
"3925","illegal",5
"3926","imp",5
"3927","imperfect",5
"3928","inconspicuously",5
"3929","increible",5
"3930","insisting",5
"3931","insult",5
"3932","insults",5
"3933","int",5
"3934","interviews",5
"3935","introduced",5
"3936","iq",5
"3937","irish",5
"3938","it.that",5
"3939","it’ll",5
"3940","itwith",5
"3941","jackson",5
"3942","journal",5
"3943","journey",5
"3944","jr’s",5
"3945","jump",5
"3946","kansas",5
"3947","kansascity",5
"3948","kiddos",5
"3949","kids1",5
"3950","kidthey",5
"3951","killings",5
"3952","kiss",5
"3953","knocks",5
"3954","ladyj",5
"3955","laluchasigue",5
"3956","land",5
"3957","lashing",5
"3958","latinas",5
"3959","lawsafter",5
"3960","legal",5
"3961","legislature",5
"3962","leon",5
"3963","letting",5
"3964","lift",5
"3965","liking",5
"3966","lockdowns",5
"3967","london",5
"3968","lowered",5
"3969","lowering",5
"3970","loyalty",5
"3971","lunatic",5
"3972","lung",5
"3973","majory",5
"3974","maker",5
"3975","managed",5
"3976","marathon",5
"3977","march.this",5
"3978","march4",5
"3979","marchforlife",5
"3980","marchforlives",5
"3981","marchforourlivesbaltimore",5
"3982","marchfourourlives",5
"3983","marks",5
"3984","mary",5
"3985","match",5
"3986","mecfs",5
"3987","memes",5
"3988","memories",5
"3989","messing",5
"3990","method",5
"3991","metoomovement",5
"3992","michigan",5
"3993","midterm",5
"3994","millenials",5
"3995","mins",5
"3996","mixture",5
"3997","mock",5
"3998","mor",5
"3999","mounted",5
"4000","muchlove",5
"4001","muslims",5
"4002","myers",5
"4003","n.r.a",5
"4004","network",5
"4005","noises",5
"4006","nomoremurders",5
"4007","nov",5
"4008","nragtfo",5
"4009","numbered",5
"4010","obesity",5
"4011","oblivious",5
"4012","odds",5
"4013","okleg",5
"4014","omnibusbill",5
"4015","oops",5
"4016","operated",5
"4017","organise",5
"4018","ossoff",5
"4019","outrage",5
"4020","painting",5
"4021","panicking",5
"4022","papers",5
"4023","parkla",5
"4024","passionately",5
"4025","pence",5
"4026","performance",5
"4027","permit",5
"4028","persist",5
"4029","pesky",5
"4030","phoenix",5
"4031","pieces",5
"4032","plain",5
"4033","playgrou",5
"4034","pls",5
"4035","pm",5
"4036","pockets",5
"4037","pole",5
"4038","politions",5
"4039","portsmouth",5
"4040","posed",5
"4041","posters",5
"4042","preach",5
"4043","prefer",5
"4044","premier",5
"4045","pres",5
"4046","presence",5
"4047","prevail",5
"4048","priorities.even",5
"4049","proceeds",5
"4050","progressive",5
"4051","prolife",5
"4052","prot",5
"4053","protes",5
"4054","quick",5
"4055","racism",5
"4056","raw",5
"4057","reader",5
"4058","recent",5
"4059","recruiting",5
"4060","reenact",5
"4061","reevaluate",5
"4062","refers",5
"4063","relentless",5
"4064","represented",5
"4065","resign",5
"4066","resister",5
"4067","responders",5
"4068","resume",5
"4069","retweeting",5
"4070","retweets",5
"4071","rev",5
"4072","revision",5
"4073","revitupregister",5
"4074","risk",5
"4075","rocked",5
"4076","ruled",5
"4077","rvashe's",5
"4078","ryan",5
"4079","sandiego",5
"4080","santorum's",5
"4081","schneid",5
"4082","school.over",5
"4083","score",5
"4084","scotland",5
"4085","screaming",5
"4086","screwed",5
"4087","seemingly",5
"4088","selected",5
"4089","self.there",5
"4090","sends",5
"4091","sensiblegunlawsnow",5
"4092","sets",5
"4093","shake",5
"4094","shameonyou",5
"4095","shelton",5
"4096","shirtwaist",5
"4097","shitholepresident",5
"4098","shots",5
"4099","significant",5
"4100","sinner",5
"4101","slc",5
"4102","sofi",5
"4103","som",5
"4104","someone’s",5
"4105","somerset",5
"4106","sparked",5
"4107","spokesperson",5
"4108","spot",5
"4109","squad",5
"4110","stalked",5
"4111","stavely",5
"4112","steal",5
"4113","stirring",5
"4114","stooge",5
"4115","stopping",5
"4116","strategy",5
"4117","strict",5
"4118","stymies",5
"4119","succeed",5
"4120","suicide",5
"4121","sun",5
"4122","surrounded",5
"4123","surviving",5
"4124","survivorstrong",5
"4125","swift",5
"4126","tactics",5
"4127","tallahassee",5
"4128","taunts",5
"4129","terrifying",5
"4130","testament",5
"4131","that'll",5
"4132","that’s:a",5
"4133","threats",5
"4134","threw",5
"4135","time's",5
"4136","tipping",5
"4137","tn",5
"4138","toast",5
"4139","toss",5
"4140","triage",5
"4141","troopers",5
"4142","tucson",5
"4143","twelve",5
"4144","unbelievably",5
"4145","undocumented",5
"4146","undying",5
"4147","unending",5
"4148","unfulfilled",5
"4149","uplifting",5
"4150","ups",5
"4151","usaovernra",5
"4152","useless",5
"4153","vaginaalright",5
"4154","valuable",5
"4155","vancouver",5
"4156","verde",5
"4157","violenceactivistsit's",5
"4158","viral",5
"4159","visited",5
"4160","voluntee",5
"4161","voteblue",5
"4162","voterswatc",5
"4163","waldo",5
"4164","warner",5
"4165","water",5
"4166","waynelapierre",5
"4167","wearing",5
"4168","wecall",5
"4169","weeping",5
"4170","westport",5
"4171","wil",5
"4172","wokeso",5
"4173","womana",5
"4174","wound",5
"4175","wounded",5
"4176","wrapped",5
"4177","wth",5
"4178","yanked",5
"4179","yard",5
"4180","yout",5
"4181","zombie",5
"4182","1,000",4
"4183","101",4
"4184","102y",4
"4185","107th",4
"4186","10th",4
"4187","11yr",4
"4188","1624",4
"4189","176,000",4
"4190","2,400",4
"4191","20,000",4
"4192","200k",4
"4193","27",4
"4194","3000",4
"4195","30s",4
"4196","33",4
"4197","400",4
"4198","45",4
"4199","54",4
"4200","58",4
"4201","64433",4
"4202","74",4
"4203","7th",4
"4204","830",4
"4205","97",4
"4206","ability",4
"4207","abysmally",4
"4208","accurate",4
"4209","achievable",4
"4210","addled",4
"4211","administration",4
"4212","admirable",4
"4213","advocacy",4
"4214","af",4
"4215","aim",4
"4216","airline",4
"4217","airman",4
"4218","airport",4
"4219","amendment.did",4
"4220","amid",4
"4221","ammo",4
"4222","amounts",4
"4223","anesthetized",4
"4224","antelope",4
"4225","anyone’s",4
"4226","anytime",4
"4227","appears",4
"4228","argue",4
"4229","arguing",4
"4230","arguments",4
"4231","arizona",4
"4232","asgardian",4
"4233","assaultweaponban",4
"4234","averages",4
"4235","awake",4
"4236","backgr",4
"4237","backstage",4
"4238","band",4
"4239","bds",4
"4240","beats",4
"4241","behaved",4
"4242","beigel",4
"4243","bentonville",4
"4244","bigotry",4
"4245","biometric",4
"4246","bipartisan",4
"4247","bite",4
"4248","blackness",4
"4249","blatant",4
"4250","bluetsunami",4
"4251","boise",4
"4252","bomber",4
"4253","bombs",4
"4254","bonds",4
"4255","booked",4
"4256","boom",4
"4257","boomer",4
"4258","booted",4
"4259","bosley",4
"4260","bothered",4
"4261","bottom",4
"4262","brady",4
"4263","brains",4
"4264","brainwashe",4
"4265","bravest",4
"4266","breathless",4
"4267","broward",4
"4268","brutality",4
"4269","burned",4
"4270","calculated",4
"4271","camp",4
"4272","campus",4
"4273","cap",4
"4274","captured",4
"4275","captures",4
"4276","cared",4
"4277","cars",4
"4278","cartoon",4
"4279","causing",4
"4280","cbs",4
"4281","celebrates",4
"4282","celebrating",4
"4283","cha",4
"4284","chain",4
"4285","changeyou",4
"4286","chanting",4
"4287","chargers",4
"4288","children.for",4
"4289","chime",4
"4290","circulating",4
"4291","city's",4
"4292","ck",4
"4293","clark",4
"4294","cleaning",4
"4295","climax",4
"4296","closed",4
"4297","closely",4
"4298","closer",4
"4299","code",4
"4300","colion",4
"4301","coloradans",4
"4302","comi",4
"4303","commend",4
"4304","commit",4
"4305","communist",4
"4306","communiti",4
"4307","compromise",4
"4308","concealed",4
"4309","concluded",4
"4310","coney",4
"4311","confirms",4
"4312","congressmen",4
"4313","connotation",4
"4314","consciousne",4
"4315","considered",4
"4316","contrast",4
"4317","contribute",4
"4318","cookevilestrong",4
"4319","cookeville",4
"4320","cou",4
"4321","could’ve",4
"4322","council",4
"4323","country's",4
"4324","country’s",4
"4325","covering",4
"4326","cow",4
"4327","creates",4
"4328","crime",4
"4329","criminals",4
"4330","critical",4
"4331","cute",4
"4332","davidhogg",4
"4333","davis",4
"4334","decency",4
"4335","decides",4
"4336","defe",4
"4337","defeats",4
"4338","deplorable",4
"4339","destroying",4
"4340","diane",4
"4341","dick",4
"4342","director",4
"4343","dis",4
"4344","disagree",4
"4345","disconnect",4
"4346","disease",4
"4347","displayed",4
"4348","disturbing",4
"4349","doc",4
"4350","docs",4
"4351","dodger",4
"4352","doers",4
"4353","dogs",4
"4354","douche",4
"4355","draft",4
"4356","drew",4
"4357","drone",4
"4358","ducey",4
"4359","ducked",4
"4360","dumbasses",4
"4361","dumped",4
"4362","dums",4
"4363","ego",4
"4364","elec",4
"4365","elizabeth",4
"4366","eloquent",4
"4367","emma’s",4
"4368","emt",4
"4369","enacting",4
"4370","endgunvio",4
"4371","endopioidcrisis",4
"4372","enjoy",4
"4373","enthusiastically",4
"4374","equally",4
"4375","estimates",4
"4376","everytown",4
"4377","exact",4
"4378","excrement",4
"4379","executed",4
"4380","exercise",4
"4381","exist",4
"4382","expect",4
"4383","experts",4
"4384","fat",4
"4385","fathersthroughout",4
"4386","fax",4
"4387","fck",4
"4388","fella",4
"4389","fictional",4
"4390","fightforourlives",4
"4391","fights",4
"4392","final",4
"4393","fine",4
"4394","fist",4
"4395","fitting",4
"4396","flaunt",4
"4397","flooding",4
"4398","floor",4
"4399","flow",4
"4400","fly",4
"4401","fns",4
"4402","followbackresistance",4
"4403","fools",4
"4404","footsteps",4
"4405","forand",4
"4406","fram",4
"4407","frame",4
"4408","fred.you",4
"4409","friendly",4
"4410","funds",4
"4411","furstenberg",4
"4412","futures",4
"4413","futureyou",4
"4414","gaggles",4
"4415","galvanizing",4
"4416","gaysagainstguns",4
"4417","gearing",4
"4418","generated",4
"4419","giants",4
"4420","gladly",4
"4421","goaway",4
"4422","goin",4
"4423","goosebumps",4
"4424","gophousethis",4
"4425","gopsenate",4
"4426","grader",4
"4427","graham",4
"4428","graphic",4
"4429","greatawakening",4
"4430","greatly",4
"4431","grieving",4
"4432","gsw",4
"4433","guards",4
"4434","guncont",4
"4435","hated",4
"4436","hb",4
"4437","heads",4
"4438","healing",4
"4439","healthy",4
"4440","heartbreak",4
"4441","heller",4
"4442","hero’s",4
"4443","hew",4
"4444","highschool",4
"4445","hill",4
"4446","historically",4
"4447","holocaustboth",4
"4448","hospital",4
"4449","hosting",4
"4450","hour",4
"4451","humping",4
"4452","hyperventilating",4
"4453","hypocrisy",4
"4454","icon",4
"4455","identify",4
"4456","ignoring",4
"4457","immature",4
"4458","immune",4
"4459","impactful",4
"4460","impeach",4
"4461","impover",4
"4462","inac",4
"4463","inclusiveness",4
"4464","inconvenience",4
"4465","incredibl",4
"4466","indiana",4
"4467","indivi",4
"4468","ineffective",4
"4469","informed",4
"4470","injustices",4
"4471","innocents",4
"4472","insights",4
"4473","institutional",4
"4474","integritymatters",4
"4475","internal",4
"4476","inv",4
"4477","irl",4
"4478","isthe",4
"4479","iteachimarch",4
"4480","jaded",4
"4481","janesville",4
"4482","japanese",4
"4483","jared",4
"4484","jersey",4
"4485","joaquinoliver",4
"4486","ju",4
"4487","justify",4
"4488","justthebeginning",4
"4489","karen",4
"4490","kca",4
"4491","ki",4
"4492","killers",4
"4493","kinds",4
"4494","kkk",4
"4495","kremlin",4
"4496","kyle",4
"4497","labor",4
"4498","lapierre’s",4
"4499","latin",4
"4500","lawrence",4
"4501","lay",4
"4502","lazy",4
"4503","lemme",4
"4504","letters",4
"4505","libtards",4
"4506","licensed",4
"4507","lik",4
"4508","lil",4
"4509","lmao",4
"4510","logic",4
"4511","logical",4
"4512","lookin",4
"4513","luck",4
"4514","lyrics",4
"4515","m4",4
"4516","mac",4
"4517","maki",4
"4518","male",4
"4519","manuel",4
"4520","marchforourlivesdallas",4
"4521","marchforourlivesraleigh",4
"4522","marjorystonemandouglas",4
"4523","meadow",4
"4524","medic",4
"4525","mercer",4
"4526","mercy",4
"4527","mexico",4
"4528","mfolseattle",4
"4529","mid",4
"4530","midterms2018",4
"4531","militias",4
"4532","mindless",4
"4533","minu",4
"4534","minutetospitit",4
"4535","mistakes",4
"4536","mmk",4
"4537","moderate",4
"4538","momsdemanda",4
"4539","monsters",4
"4540","montgomery",4
"4541","monthyou’re",4
"4542","montreal",4
"4543","montréal's",4
"4544","motivated",4
"4545","movement.what's",4
"4546","movers",4
"4547","multi",4
